,society,price,price_per_sq.ft,bedRoom,bathroom,balcony,floorNum,facing,type,sector,Super_build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score,area_ratio
141,HCBS Sports Ville,0.3,3970,2,2,1,4.0,,flat,sohna,742.17,519.0,1,0,0,0,0,,0,1,0,259.5
142,HCBS Sports Ville,0.38,5067,2,2,2,9.0,East,flat,sohna,929.5,650.0,1,0,0,0,0,,0,1,0,325.0
143,JMD Empire,1.5,12500,2,2,3,7.0,East,flat,sector 62,1573.0,1100.0,1,0,0,0,0,,0,1,44,550.0
144,Assotech Blith,1.6,6667,3,4,0,15.0,,flat,sector 99,2745.6,1920.0,1,0,0,0,0,,0,1,43,640.0
145,Pareena Mi Casa,1.7,8504,4,4,3,2.0,,flat,sector 68,2000.9989999999998,1399.3,1,0,0,0,0,New Property,0,1,52,349.825
146,Suncity Heights,3.25,14118,3,3,3+,0.0,East,flat,sector 54,3291.8599999999997,2302.0,0,0,0,1,0,,102,2,50,767.3333333333334
147,Lotus Homz,0.6,8450,2,2,3,9.0,East,flat,sector 111,1015.3,710.0,1,0,0,0,0,New Property,44,1,42,355.0
148,Maruti Vihar Colony,0.95,8886,2,1,1,1.0,,flat,sector 28,1528.6699999999998,1069.0,1,0,0,0,0,,47,1,45,534.5
149,Supertech Basera,0.36,7643,2,2,1,4.0,,flat,sector 79,673.53,471.0,1,0,0,0,0,New Property,53,1,5,235.5
150,Signature Global the Millennia,0.55,9166,2,2,3,3.0,,flat,sector 37d,600.6,420.0,1,0,0,0,0,New Property,0,1,25,210.0
151,"Ganpati apartment  2, Laxman Vihar Phase 1",0.45,4705,2,2,1,0.0,East,flat,sector 3a,1215.5,850.0,1,0,0,0,0,relatively new,33,1,34,425.0
152,M3M Golfestate,1.4,10000,2,2,2,4.0,East,flat,sector 79,2002.0,1400.0,0,1,1,0,0,undefined,72,0,5,700.0
153,Eldeco Accolade,0.95,6542,2,2,3+,6.0,East,flat,sohna,1214.07,849.0,0,1,0,0,0,New Property,0,1,18,424.5
154,M3M Heights,3.0,18000,3,3,3,20.0,South-East,flat,sector 65,1829.8279999999997,1279.6,1,0,0,0,0,,59,1,52,426.5333333333333
155,M3M Heights,3.67,17990,3,3,2,27.0,,flat,sector 65,2042.04,1428.0,0,0,1,0,0,relatively new,24,1,52,476.0
156,M3M Heights,3.29,17997,3,3,3,33.0,East,flat,sector 65,1829.8279999999997,1279.6,1,0,0,0,0,New Property,28,1,52,426.5333333333333
157,M3M Heights,2.33,18477,2,2,3,35.0,North-East,flat,sector 65,1262.2609999999997,882.6999999999999,1,0,0,0,0,Under Construction,28,2,52,441.34999999999997
158,South City 1 Floors,3.4,11724,4,4,3,0.0,,flat,sector 41,3317.6,2320.0,1,0,0,0,0,,0,1,47,580.0
159,Zara Aavaas,0.4,7036,2,2,1,4.0,North,flat,sector 104,568.5679999999999,397.59999999999997,1,0,0,0,0,relatively new,33,1,42,198.79999999999998
160,Ramprastha The Edge Towers,0.71,5420,2,2,3,10.0,South-East,flat,sector 37d,1430.0,1000.0,0,0,0,0,1,New Property,45,1,40,500.0
161,Supertech Araville,0.78,6024,2,2,3+,0.0,,flat,sector 79,1296.2949999999998,906.4999999999999,0,0,0,0,1,New Property,62,1,5,453.24999999999994
162,La Vida by Tata Housing,1.85,11716,3,2,2,7.0,East,flat,sector 113,1580.579,1105.3,1,0,0,0,0,New Property,10,1,41,368.43333333333334
163,Shapoorji Pallonji Joyville Gurugram,1.1,12181,2,2,1,8.0,,flat,sector 102,903.9029999999998,632.0999999999999,1,0,0,0,0,,97,1,34,316.04999999999995
164,Smart World Orchard,1.41,12250,2,2,2,2.0,,flat,sector 61,1315.6,920.0,0,1,0,0,0,relatively new,69,1,51,460.0
165,Supertech Araville,1.45,7455,3,3,3,3.0,North,flat,sector 79,2781.35,1945.0,1,0,0,0,0,relatively new,0,1,5,648.3333333333334
166,Smart World Orchard,2.2,13500,3,3,2,1.0,North-East,flat,sector 61,2288.0,1600.0,1,0,0,0,0,,28,1,51,533.3333333333334
167,Unitech The Residences,1.1,9909,2,2,3,9.0,East,flat,sector 33,1430.0,1000.0,1,0,0,0,0,old property,27,2,34,500.0
168,Emaar Imperial Gardens,2.05,9876,3,4,3+,14.0,South,flat,sector 102,2895.75,2025.0,0,0,1,0,0,relatively new,91,1,41,675.0
169,Sare Homes,0.6,5000,3,2,3,4.0,,flat,sector 92,1716.0,1200.0,1,0,0,0,0,old property,28,2,5,400.0
170,Pivotal Devaan,0.41,7032,2,2,2,10.0,East,flat,sector 84,690.6899999999999,483.0,1,0,0,0,0,New Property,16,2,36,241.5
171,"M M Residency, Krishna Colony, Gurgaon",0.54,5888,2,2,1,3.0,East,flat,sector 7,1287.0,900.0,1,0,0,0,0,relatively new,40,1,27,450.0
172,Park Royal Apartment,1.85,9024,3,4,3,7.0,,flat,sector 56,2931.5,2050.0,0,0,1,0,0,,44,1,50,683.3333333333334
173,Signature Global the Millennia,0.55,9166,2,2,3,3.0,,flat,sector 37d,858.0,600.0,1,0,0,0,0,New Property,62,1,25,300.0
174,M3M Heights,2.29,15980,2,2,3,8.0,,flat,sector 65,2049.19,1433.0,0,1,0,0,0,Under Construction,11,1,52,716.5
175,Shapoorji Pallonji Joyville Gurugram,0.97,10601,2,2,2,12.0,,flat,sector 102,858.0,600.0,1,0,0,0,0,New Property,36,1,34,300.0
176,Tulip Monsella,8.25,28033,3,4,3,8.0,,flat,sector 53,2942.94,2058.0,0,0,1,0,0,New Property,41,0,37,686.0
177,Shyamkunj ashok vihar pahse 2,0.3,4444,2,2,1,1.0,East,flat,sector 5,965.25,675.0,1,0,0,0,0,relatively new,15,1,34,337.5
178,Godrej Nature Plus,1.65,14335,2,2,3,1.0,East,flat,sector-33 sohna,1645.9299999999998,1151.0,1,0,0,0,0,Under Construction,48,1,41,575.5
179,M3M Heights,1.99,15793,2,2,2,26.0,,flat,sector 65,1261.26,882.0,1,0,0,0,0,relatively new,0,1,52,441.0
180,M3M The Marina,1.0,12500,2,2,3,21.0,,flat,sector 68,1144.0,800.0,1,0,0,0,0,relatively new,42,1,42,400.0
181,Emaar Digihomes,4.25,18575,3,3,3,8.0,,flat,sector 62,2288.0,1600.0,0,1,0,0,0,,26,1,44,533.3333333333334
182,Mapsko Paradise,0.95,6300,3,3,3,1.0,,flat,sector 83,1916.1999999999998,1340.0,1,0,0,0,0,old property,0,1,22,446.6666666666667
183,Cancon Enclave,1.05,7777,3,2,2,2.0,,flat,sector 4,1930.5,1350.0,1,0,0,0,0,New Property,0,2,34,450.0
184,Tata Primanti,4.1,14100,4,5,3+,39.0,,flat,sector 72,2907.9049999999997,2033.4999999999998,0,0,1,0,1,New Property,87,1,36,508.37499999999994
185,MRG World Ultimus,0.5,6983,2,2,2,1.0,North-East,flat,sector 90,1023.88,716.0,1,0,0,0,0,relatively new,14,1,51,358.0
186,sonata group housing Gh 24,1.65,5892,4,3,3,8.0,,flat,manesar,4004.0,2800.0,0,0,1,0,0,New Property,13,1,14,700.0
187,BPTP Pedestal,1.6,10158,3,3,3,2.0,North-East,flat,sector 70a,2252.25,1575.0,0,0,1,0,1,New Property,58,1,32,525.0
188,HSIIDC Sidco Aravali,0.9,3648,4,4,3,7.0,,flat,manesar,2469.4669999999996,1726.8999999999999,1,0,0,0,0,old property,0,1,14,431.72499999999997
189,Godrej Aria,1.1,7772,2,2,3+,4.0,North-East,flat,sector 79,1352.3509999999999,945.6999999999999,1,0,0,0,0,New Property,28,2,49,472.84999999999997
190,Assotech Blith,0.92,6739,2,2,3+,22.0,,flat,sector 99,1366.3649999999998,955.4999999999999,1,0,0,0,0,relatively new,50,1,43,477.74999999999994
191,Sare Crescent Parc,0.7,5556,3,3,2,14.0,,flat,sector 92,1441.4399999999998,1008.0,1,0,0,0,0,Under Construction,47,1,5,336.0
192,Unitech Vistas,0.99,6325,3,4,2,11.0,,flat,sector 70,1566.5649999999998,1095.5,1,0,0,0,0,,0,1,18,365.1666666666667
193,Ansal Housing Highland Park,0.88,6429,2,2,3,3.0,,flat,sector 103,1362.3609999999999,952.6999999999999,1,0,0,0,0,New Property,54,1,22,476.34999999999997
194,Tulip White,0.91,6862,3,2,2,12.0,,flat,sector 69,1896.1799999999998,1326.0,1,0,0,0,0,old property,46,1,35,442.0
195,Mapsko Casa Bella,1.25,6377,3,4,3+,8.0,,flat,sector 82,1961.9599999999998,1372.0,1,0,0,0,0,relatively new,0,1,33,457.3333333333333
196,ILD Grand,0.66,5038,2,2,3+,14.0,,flat,sector 37c,1498.6399999999999,1048.0,1,0,0,0,0,,0,1,34,524.0
197,M3M Capital,1.83,13969,2,2,0,7.0,,flat,sector 113,1498.6399999999999,1048.0,1,0,0,0,0,,0,1,51,524.0
198,Unitech Vistas,0.53,4800,2,2,2,9.0,,flat,sector 70,1096.095,766.5,0,0,0,0,1,relatively new,24,1,18,383.25
199,Ramprastha The Edge Towers,0.8,5797,2,2,3,2.0,North-East,flat,sector 37d,1716.0,1200.0,1,0,0,0,0,relatively new,54,1,40,600.0
200,Smart World Gems,1.71,12000,3,2,0,3.0,,flat,sector 89,1627.912,1138.4,1,0,0,0,0,,0,1,52,379.4666666666667
201,Sapphire Eighty Three,0.65,9286,1,1,0,6.0,,flat,sector 83,800.8,560.0,1,0,0,0,0,,0,1,14,560.0
202,Sare Crescent Parc,0.82,5384,3,3,3+,12.0,West,flat,sector 92,1742.3120000000001,1218.4,1,0,0,0,0,,0,1,0,406.1333333333334
203,DLF The Grove,5.7,36053,3,3,3,1.0,East,flat,sector 54,1581.008,1105.6000000000001,1,0,0,0,0,,0,1,42,368.53333333333336
204,Baani City Center,0.88,10945,1,1,2,4.0,,flat,sector 63,858.0,600.0,1,0,0,0,0,,0,1,26,600.0
205,Bestech Park View Residency,1.4,7865,3,3,3+,6.0,North,flat,sector 3,1781.78,1246.0,1,0,0,0,0,,92,0,51,415.3333333333333
206,CGHS Agrim Apartment,1.49,8514,3,2,3+,1.0,South-East,flat,sector 45,2502.5,1750.0,1,0,0,0,0,,48,2,40,583.3333333333334
207,Godrej Nature Plus,1.4,9333,2,2,3,14.0,,flat,sector-33 sohna,1980.55,1385.0,1,0,0,0,0,Under Construction,61,1,41,692.5
208,DLF Carlton Estate,2.0,14214,3,3,2,5.0,South-West,flat,sector 53,1408.407,984.9,1,0,0,0,0,old property,64,1,35,328.3
209,Railway Officers RPF Society,1.25,6921,4,3,3,1.0,South-West,flat,sector 9a,2582.58,1806.0,0,0,1,0,0,,24,1,27,451.5
210,Godrej Air,1.05,10603,2,2,1,15.0,East,flat,sector 85,1415.98028,990.196,1,0,0,0,0,relatively new,51,1,41,495.098
211,Maruti Vihar,1.0,9090,1,1,1,1.0,North,flat,sector 28,1101.1,770.0,0,1,0,1,0,,64,2,37,770.0
212,Shapoorji Pallonji Joyville Gurugram,2.12,16960,3,3,3,9.0,,flat,sector 102,1787.5,1250.0,1,0,0,0,0,relatively new,62,1,34,416.6666666666667
213,The Close North,3.0,11516,3,3,3+,14.0,North,flat,sector 50,2607.6049999999996,1823.4999999999998,0,0,1,0,0,,92,2,42,607.8333333333333
214,Emaar Gurgaon Greens,1.35,8181,3,3,3,5.0,North-West,flat,sector 102,1461.46,1022.0,0,0,1,0,0,relatively new,95,1,42,340.6666666666667
215,Landmark The Residency,0.9,6666,2,2,2,1.0,South-West,flat,sector 103,1351.3499999999997,944.9999999999999,1,0,0,0,0,relatively new,27,1,22,472.49999999999994
216,M3M Capital,2.37,11500,4,4,3+,20.0,East,flat,sector 113,2288.0,1600.0,0,1,0,0,0,New Property,128,1,51,400.0
217,Emaar Imperial Gardens,1.98,9900,3,3,3+,9.0,North,flat,sector 102,2860.0,2000.0,0,0,1,0,0,relatively new,65,2,41,666.6666666666666
218,DLF Belvedere Towers,3.7,17619,4,4,3,18.0,North-West,flat,sector 25,3003.0,2100.0,0,0,1,0,0,,16,2,45,525.0
219,m3m crown,4.67,17000,4,4,3+,8.0,,flat,sector 111,3932.5,2750.0,1,0,0,0,0,New Property,71,1,61,687.5
220,Godrej 101,1.29,8206,2,2,3,4.0,,flat,sector 79,1573.5719999999997,1100.3999999999999,1,0,0,0,0,New Property,0,1,16,550.1999999999999
221,Bestech Park View Residency,1.4,7865,3,3,3+,6.0,North,flat,sector 3,1781.78,1246.0,1,0,0,0,0,,92,0,51,415.3333333333333
222,DLF Carlton Estate,2.0,14214,3,3,2,5.0,South-West,flat,sector 53,1408.407,984.9,1,0,0,0,0,old property,64,1,35,328.3
223,Railway Officers RPF Society,1.25,6921,4,3,3,1.0,South-West,flat,sector 9a,2582.58,1806.0,0,0,1,0,0,,24,1,27,451.5
224,Godrej Air,1.05,10603,2,2,1,15.0,East,flat,sector 85,1415.98028,990.196,1,0,0,0,0,relatively new,51,1,41,495.098
225,Maruti Vihar,1.0,9090,1,1,1,1.0,North,flat,sector 28,1101.1,770.0,0,1,0,1,0,,64,2,37,770.0
226,Shapoorji Pallonji Joyville Gurugram,2.12,16960,3,3,3,9.0,,flat,sector 102,1787.5,1250.0,1,0,0,0,0,relatively new,62,1,34,416.6666666666667
227,The Close North,3.0,11516,3,3,3+,14.0,North,flat,sector 50,2607.6049999999996,1823.4999999999998,0,0,1,0,0,,92,2,42,607.8333333333333
228,Emaar Gurgaon Greens,1.35,8181,3,3,3,5.0,North-West,flat,sector 102,1461.46,1022.0,0,0,1,0,0,relatively new,95,1,42,340.6666666666667
229,Landmark The Residency,0.9,6666,2,2,2,1.0,South-West,flat,sector 103,1351.3499999999997,944.9999999999999,1,0,0,0,0,relatively new,27,1,22,472.49999999999994
230,Emaar Imperial Gardens,1.98,9900,3,3,3+,9.0,North,flat,sector 102,2860.0,2000.0,0,0,1,0,0,relatively new,65,2,41,666.6666666666666
231,DLF Belvedere Towers,3.7,17619,4,4,3,18.0,North-West,flat,sector 25,3003.0,2100.0,0,0,1,0,0,,16,2,45,525.0
232,Godrej 101,1.29,8206,2,2,3,4.0,,flat,sector 79,1573.5719999999997,1100.3999999999999,1,0,0,0,0,New Property,0,1,16,550.1999999999999
233,Tulip Monsella,5.6,19363,3,3,3+,1.0,,flat,sector 53,2894.892,2024.3999999999999,1,0,0,0,0,,25,1,37,674.8
234,AIPL Club Residences,1.27,9777,2,2,3+,24.0,North-West,flat,sector 70a,1864.72,1304.0,0,0,0,0,1,relatively new,95,2,42,652.0
235,Experion The Heartsong,1.36,6542,3,2,3+,2.0,,flat,sector 108,1409.98,986.0,0,1,1,0,0,relatively new,74,2,42,328.6666666666667
236,Emaar Palm Gardens,1.8,9473,3,3,3+,9.0,South,flat,sector 83,1901.8999999999999,1330.0,1,0,0,0,0,relatively new,0,1,41,443.3333333333333
237,Mahindra Luminare,5.5,18181,3,3,1,26.0,,flat,sector 59,3028.025,2117.5,0,0,1,0,0,,33,1,58,705.8333333333334
238,Raheja Navodaya,0.85,4271,3,3,3,2.0,North-West,flat,sector 92,1991.99,1393.0,1,0,0,0,0,relatively new,86,1,27,464.3333333333333
239,Godrej Nature Plus,1.07,7725,2,2,2,14.0,North-East,flat,sector-33 sohna,1386.3849999999998,969.4999999999999,1,0,0,0,0,,63,1,41,484.74999999999994
240,Godrej Nature Plus,1.27,9182,2,2,3+,9.0,West,flat,sector-33 sohna,1384.3829999999998,968.0999999999999,1,0,0,0,0,,45,1,0,484.04999999999995
241,Emaar MGF The Palm Drive,3.45,15681,3,4,3,6.0,East,flat,sector 66,2574.0,1800.0,0,0,1,0,0,relatively new,85,2,43,600.0
242,Bestech Park View Residency,1.18,7539,2,2,3,5.0,East,flat,sector 3,1566.5649999999998,1095.5,0,1,0,0,0,,77,1,51,547.75
243,Bestech Park View Residency,1.55,8072,3,4,3+,4.0,East,flat,sector 3,1921.9199999999998,1344.0,0,0,1,0,0,,78,1,51,448.0
244,AFNHB Jalvayu Vihar,1.3,10000,3,3,2,2.0,North-East,flat,sector 30,1859.0,1300.0,1,0,0,0,0,,10,1,47,433.3333333333333
245,DLF Regency Park 2,2.25,14516,3,3,2,16.0,West,flat,sector 28,2216.5,1550.0,0,0,1,0,0,,78,1,37,516.6666666666666
246,Ambience Creacions,4.8,19200,4,6,3+,10.0,North-East,flat,sector 22,3575.0,2500.0,0,0,1,1,0,New Property,28,0,49,625.0
247,Adani M2K Oyster Grande,2.6,10007,3,3,3,2.0,North-East,flat,sector 102,2600.598,1818.6,0,1,1,0,0,relatively new,101,1,42,606.1999999999999
248,DLF Belvedere Towers,3.4,13765,4,4,3,1.0,South-East,flat,sector 25,3532.1,2470.0,0,0,1,0,0,,16,1,45,617.5
249,Sobha City,2.9,14478,3,4,2,8.0,East,flat,sector 108,2005.0029999999997,1402.1,1,0,0,0,0,New Property,95,1,33,467.3666666666666
250,Raheja Vedaanta,0.7,4651,2,2,2,12.0,South,flat,sector 108,1506.5049999999999,1053.5,1,0,0,0,0,old property,68,1,0,526.75
251,Suncity Vatsal Valley,1.28,9552,3,3,3,1.0,North,flat,sector 2,1916.1999999999998,1340.0,1,0,0,0,0,relatively new,42,2,51,446.6666666666667
252,DLF City Plots Phase 3,6.5,18571,4,5,3+,3.0,North-East,flat,sector 24,5005.0,3500.0,0,0,1,0,0,New Property,24,0,37,875.0
253,Unitech Heritage City,3.63,14500,3,3,1,11.0,,flat,sector 25,3575.0,2500.0,0,0,1,0,0,,52,1,45,833.3333333333334
254,Bestech Altura,1.85,8604,3,3,3,7.0,,flat,sector 79,1930.5,1350.0,0,0,1,0,0,New Property,54,1,34,450.0
255,Orris Aster Court Premier,1.38,6509,3,4,2,6.0,North-East,flat,sector 85,2122.12,1484.0,0,0,1,0,0,relatively new,46,1,44,494.6666666666667
256,Paras Quartier,5.9,11028,4,4,3+,19.0,East,flat,gwal pahari,5355.349999999999,3744.9999999999995,0,1,1,1,0,New Property,138,2,52,936.2499999999999
257,Samadhan Shri Kamal CGHS,2.01,11426,4,4,3+,10.0,,flat,sector 1,2516.7999999999997,1760.0,1,0,0,0,0,old property,0,0,61,440.0
258,Navjyoti Apartment,2.1,11938,4,4,3+,10.0,North,flat,sector 38,2515.37,1759.0,1,0,0,0,0,,15,0,46,439.75
259,Ambience Lagoon,4.25,13281,3,4,3+,3.0,East,flat,sector 24,4513.08,3156.0,0,0,1,0,0,,109,2,37,1052.0
260,Friends Apartment,2.0,8510,4,3,3,5.0,North,flat,sector 52,2645.5,1850.0,0,0,1,0,0,old property,71,0,32,462.5
261,The Close South,3.25,12810,3,4,3+,4.0,South-East,flat,sector 50,3627.91,2537.0,0,0,1,0,0,,115,2,31,845.6666666666666
262,Hero Homes,1.6,7825,3,3,3,1.0,,flat,dwarka expressway,1690.6889999999999,1182.3,1,0,0,0,0,New Property,28,1,34,394.09999999999997
263,Bestech Park View Residency,1.5,7825,3,4,3+,10.0,North-East,flat,sector 3,1921.9199999999998,1344.0,0,0,1,0,0,old property,82,1,51,448.0
264,Sobha City,3.75,14938,3,3,2,16.0,North-East,flat,sector 108,2345.343,1640.1,0,0,1,0,0,New Property,74,1,33,546.6999999999999
265,Bestech Park View Residency,0.95,6709,2,2,3,10.0,North-East,flat,sector 3,2024.8799999999999,1416.0,1,0,0,0,0,,80,2,51,708.0
266,CGHS Rail Vihar,1.4,10769,4,3,3,3.0,East,flat,sector 15,1859.0,1300.0,1,0,0,0,0,,54,2,32,325.0
267,Emaar Gurgaon Greens,1.35,8181,3,3,3,9.0,North-East,flat,sector 102,1461.46,1022.0,0,0,1,0,0,relatively new,76,1,42,340.6666666666667
268,Shapoorji Pallonji Joyville Gurugram,1.4,10378,2,2,2,11.0,North-East,flat,sector 102,1430.0,1000.0,1,0,0,0,0,New Property,28,2,34,500.0
269,DLF Regency Park 2,2.26,13696,3,3,2,19.0,East,flat,sector 28,2359.5,1650.0,0,0,1,0,0,,129,1,33,550.0
270,Eldeco Accolade,1.2,8043,2,2,2,0.0,North,flat,sector-33 sohna,1287.0,900.0,0,1,0,0,0,New Property,51,1,18,450.0
271,SS The Leaf,1.75,7267,3,4,3,8.0,North,flat,sector 85,2410.408,1685.6,0,0,1,0,0,relatively new,28,1,42,561.8666666666667
272,Ireo Victory Valley,2.87,11903,3,3,3+,16.0,North-West,flat,sector 67,2585.44,1808.0,0,0,1,0,0,relatively new,144,2,42,602.6666666666666
273,DLF Regency Park 2,2.35,13224,3,3,2,18.0,North-East,flat,sector 28,1778.7769999999998,1243.8999999999999,0,0,1,0,0,,81,1,37,414.63333333333327
274,lagoon apartment,3.0,12000,3,4,3,2.0,,flat,sector 24,3575.0,2500.0,1,0,0,0,0,old property,2,1,37,833.3333333333334
275,lagoon apartment,6.0,13636,4,6,3+,7.0,,flat,sector 24,6292.0,4400.0,1,0,0,0,0,old property,0,1,37,1100.0
276,Indiabulls Centrum Park,1.9,5681,3,4,3+,10.0,North-East,flat,sector 103,4781.92,3344.0,0,1,1,1,1,relatively new,28,2,50,1114.6666666666667
277,Sbr minda sec 1 imt manesar,0.65,4259,3,2,3+,6.0,South,flat,manesar,2182.18,1526.0,1,0,0,0,0,old property,1,1,14,508.6666666666667
278,M3M Capital,2.57,15575,4,5,3+,25.0,East,flat,sector 113,2359.5,1650.0,0,1,0,0,0,New Property,72,2,51,412.5
279,Emaar MGF The Palm Drive,3.2,17777,3,3,3,12.0,South-West,flat,sector 66,2574.0,1800.0,0,1,1,1,0,relatively new,102,2,43,600.0
280,AFNHB Jalvayu Vihar,0.69,7272,2,2,1,3.0,North-East,flat,sector 30,990.99,693.0,1,0,0,0,0,,49,1,29,346.5
281,Experion Windchants,3.75,13383,3,3,2,21.0,West,flat,sector 112,2804.8019999999997,1961.3999999999999,0,0,1,0,0,relatively new,128,2,40,653.8
282,Sobha City,3.35,13266,3,4,2,19.0,,flat,sector 108,2074.0719999999997,1450.3999999999999,1,0,0,0,0,New Property,82,1,33,483.46666666666664
283,Unitech Uniworld Gardens,2.4,11505,3,3,3+,10.0,,flat,sector 47,2088.086,1460.1999999999998,0,0,1,0,0,old property,99,2,38,486.7333333333333
284,Elan The Presidential,6.3,15384,5,6,3+,10.0,North-East,flat,sector 106,5005.0,3500.0,1,0,0,0,0,,63,2,16,700.0
285,Raheja Atharva,2.2,9490,3,3,2,7.0,North,flat,sector 109,3314.74,2318.0,0,0,1,0,0,old property,87,2,18,772.6666666666666
286,Central Park Resorts,11.25,19767,4,5,3+,2.0,North-West,flat,sector 48,5691.4,3980.0,0,0,1,1,0,relatively new,51,1,44,995.0
287,Bestech Park View Residency,1.51,7869,3,4,3+,7.0,South-West,flat,sector 3,1921.9199999999998,1344.0,0,0,1,0,0,old property,84,2,51,448.0
288,Emaar MGF The Palm Drive,4.6,18400,3,3,3,11.0,North,flat,sector 66,3575.0,2500.0,0,1,1,1,0,relatively new,109,2,43,833.3333333333334
289,Emaar MGF Emerald Floors Premier,3.5,17721,4,4,3,4.0,East,flat,sector 65,1976.975,1382.5,0,0,1,0,0,relatively new,95,1,16,345.625
290,Mapsko Royale Ville,0.99,5530,3,4,2,14.0,South-West,flat,sector 82,1791.79,1253.0,0,0,1,0,0,New Property,77,1,33,417.6666666666667
291,Emaar MGF Emerald Floors Premier,2.65,16060,3,3,3,5.0,North,flat,sector 65,2359.5,1650.0,0,1,1,0,0,relatively new,24,1,16,550.0
292,Unitech Greenwood City,2.4,12346,3,3,2,1.0,North-West,flat,sector 45,1945.944,1360.8,0,0,1,0,0,New Property,10,2,37,453.59999999999997
293,ATS Tourmaline,1.65,7674,3,3,3+,16.0,North-East,flat,sector 109,2152.15,1505.0,0,0,1,0,0,relatively new,28,2,44,501.6666666666667
294,Railway Officers RPF Society,1.25,6921,4,3,3,1.0,,flat,sector 9a,2582.58,1806.0,0,0,1,0,0,,25,1,34,451.5
295,TARC Maceo,1.75,11121,4,3,3+,8.0,South,flat,sector 91,2249.39,1573.0,0,1,1,1,0,relatively new,104,1,25,393.25
296,Emaar MGF Emerald Floors Premier,2.35,14242,3,3,2,4.0,East,flat,sector 65,1887.6,1320.0,0,1,1,0,0,relatively new,135,1,16,440.0
297,Pioneer Urban Presidia,7.15,16486,4,5,3+,7.0,East,flat,sector 62,4341.3369999999995,3035.8999999999996,0,1,1,0,0,relatively new,126,2,42,758.9749999999999
298,Emaar MGF Palm Hills,1.64,8410,4,3,3,9.0,South,flat,sector 77,1951.9499999999998,1365.0,0,0,1,0,0,relatively new,84,1,42,341.25
299,Emaar MGF Emerald Floors Premier,2.8,16969,3,3,2,3.0,East,flat,sector 65,1651.6499999999999,1155.0,0,0,1,0,0,relatively new,86,1,16,385.0
300,DLF Regal Gardens,1.76,7945,4,4,3+,8.0,North,flat,sector 90,2388.1,1670.0,1,0,0,0,0,relatively new,119,2,24,417.5
301,Paras Dews,1.0,7220,2,2,3+,2.0,North-East,flat,sector 106,1208.35,845.0,1,0,0,0,0,New Property,15,2,52,422.5
302,Pioneer Park,3.6,12627,4,4,3,3.0,North,flat,sector 61,2853.8509999999997,1995.6999999999998,0,0,1,0,0,old property,98,2,43,498.92499999999995
303,SS The Leaf,1.78,7392,3,4,3+,6.0,West,flat,sector 85,2410.408,1685.6,0,0,0,0,0,New Property,101,1,42,561.8666666666667
304,CHD Avenue 71,0.98,6049,3,3,3,0.0,South-East,flat,sector 71,1621.62,1134.0,0,1,0,0,0,old property,60,1,30,378.0
305,Bestech Park View Ananda,1.35,7541,3,3,3+,10.0,North-East,flat,sector 81,1615.8999999999999,1130.0,0,0,0,0,0,old property,78,2,52,376.6666666666667
306,Tulip Purple,1.8,9000,4,5,3+,4.0,North-East,flat,sector 69,2860.0,2000.0,0,0,1,0,0,relatively new,133,1,59,500.0
307,Indiabulls Centrum Park,1.35,7541,3,3,3+,3.0,North-East,flat,sector 103,1791.79,1253.0,0,1,0,0,0,relatively new,135,2,50,417.6666666666667
308,SBTL Caladium,1.7,6679,3,3,3+,9.0,North-East,flat,sector 109,2547.545,1781.5,0,0,1,0,0,relatively new,127,1,16,593.8333333333334
309,Vatika The Seven Lamps,1.6,6597,4,5,3+,8.0,South-West,flat,sector 82,2427.4249999999997,1697.5,0,0,1,0,0,relatively new,117,1,42,424.375
310,Emaar Gurgaon Greens,1.4,13690,3,3,3,7.0,East,flat,sector 102,1461.46,1022.0,0,0,1,0,0,relatively new,67,1,42,340.6666666666667
311,Bestech Park View Residency,1.26,8051,2,2,3,7.0,South-East,flat,sector 3,1566.5649999999998,1095.5,0,1,0,0,0,old property,84,1,51,547.75
312,Pareena Coban Residences,1.45,7260,3,5,3,11.0,,flat,sector 99a,1998.9969999999996,1397.8999999999999,0,0,1,0,1,relatively new,28,2,55,465.96666666666664
313,Emaar MGF The Palm Drive,2.99,14950,3,3,3,7.0,East,flat,sector 66,2145.0,1500.0,0,0,1,0,0,relatively new,28,2,43,500.0
314,Conscient Heritage Max,1.9,9783,3,4,3+,20.0,North-East,flat,sector 102,1943.9419999999998,1359.3999999999999,0,0,1,0,0,relatively new,133,1,50,453.13333333333327
315,Emaar MGF Emerald Estate,1.75,12544,3,3,3,10.0,North-East,flat,sector 65,1156.87,809.0,0,0,1,0,0,relatively new,99,2,44,269.6666666666667
316,DLF Regal Gardens,1.3,7150,3,3,3+,7.0,South,flat,sector 90,2002.0,1400.0,1,0,0,0,0,relatively new,120,1,24,466.6666666666667
317,Ireo Victory Valley,2.95,12235,3,3,3,10.0,North-West,flat,sector 67,2725.58,1906.0,0,0,1,0,0,relatively new,144,2,42,635.3333333333334
318,M3M Merlin,3.4,14418,3,4,3,16.0,North-West,flat,sector 67,2442.44,1708.0,0,0,1,0,0,relatively new,144,2,42,569.3333333333334
319,M3M Merlin,3.32,14079,3,4,3,8.0,North-West,flat,sector 67,2443.87,1709.0,0,0,1,0,0,New Property,144,2,42,569.6666666666666
