,society,price,bedRoom,bathroom,balcony,floorNum,type,sector,Super_build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score,area_ratio
1830,Godrej Oasis,1.5,3,3,2,3.0,flat,sector 88a,2645.5,1850.0,1,0,0,0,0,relatively new,50,1,18,616.6666666666666
1831,Raheja Sampada,0.9,3,2,3,11.0,flat,sector 92,1371.37,959.0,1,0,0,0,0,relatively new,82,1,27,319.66666666666663
1832,Sare Green ParC Phase 3,1.08,4,4,2,16.0,flat,sector 92,2092.09,1463.0,0,0,1,0,0,New Property,84,1,26,365.75
1833,Raheja Navodaya,0.62,2,2,2,5.0,flat,sector 92,1521.52,1064.0,1,0,0,0,0,New Property,0,1,27,532.0
1834,Palam Vihar Society,0.4,1,1,1,5.0,flat,sector 2,607.75,425.0,1,0,0,0,0,old property,28,2,61,425.0
1835,Krishna appartment,0.35,3,3,1,2.0,flat,sector 12,1001.0,700.0,1,0,0,0,0,relatively new,0,1,61,233.33333333333331
1836,Spire Woods Now Ananda by Alpha corp,1.25,3,4,3,11.0,flat,sector 103,2589.73,1811.0,0,1,1,0,0,Under Construction,90,1,22,603.6666666666666
1837,DLF Regency Park 1,1.35,2,2,2,1.0,flat,sector 28,1268.696,887.2,1,0,0,0,0,old property,0,1,33,443.6
1838,Parsvnath Green Ville,3.3,5,5,3+,4.0,flat,sector 48,3908.905,2733.5,0,0,1,0,0,old property,63,1,40,546.7
1839,Raheja Vedaanta,0.95,3,3,3,3.0,flat,sector 108,1823.822,1275.4,0,0,0,0,1,relatively new,77,1,0,425.13333333333327
1840,Ambience Lagoon,5.8,3,4,3+,9.0,flat,sector 24,4232.8,2960.0,0,1,1,1,1,undefined,49,0,37,986.6666666666666
1841,DLF The Crest,11.0,4,6,3,7.0,flat,sector 54,3126.123,2186.1,0,0,1,0,0,relatively new,102,0,51,546.525
1842,Emaar MGF Marbella,12.0,5,5,3+,3.0,house,sector 66,3706.56,2592.0,0,0,1,1,0,New Property,88,2,43,518.4
1843,independent,10.85,6,6,1,3.0,house,sector 25,3253.536,2275.2000000000003,0,0,0,0,0,relatively new,102,2,45,379.2000000000001
1844,Sushant Lok 1 Builder Floors,1.95,3,4,3+,4.0,house,sector 43,2213.64,1548.0,0,0,1,0,0,New Property,49,2,42,516.0
1845,independent,4.45,4,3,3+,2.0,house,sector 25,1544.4,1080.0,0,0,0,0,0,old property,63,1,45,270.0
1846,independent,9.0,6,7,3+,3.0,house,sector 28,3706.56,2592.0,0,1,1,1,0,old property,46,1,37,432.0
1847,independent,15.0,5,6,3+,3.0,house,sector 26,5168.592,3614.4,0,1,1,1,0,old property,56,2,45,722.88
1848,independent,8.25,5,6,3+,3.0,house,sector 43,3088.8,2160.0,0,1,1,1,0,old property,47,2,33,432.0
1849,DLF City Plots Phase 2,10.75,9,9,3+,3.0,house,sector 25,4118.4,2880.0,0,0,1,1,0,old property,43,1,45,320.0
1850,independent,4.45,6,6,3,3.0,house,sector 49,3294.72,2304.0,0,1,1,1,0,old property,118,0,40,384.0
1851,Emaar MGF Marbella,12.0,5,6,3+,3.0,house,sector 66,3603.6,2520.0,0,0,1,0,0,relatively new,121,2,43,504.0
1852,independent,8.4,4,4,3,2.0,house,sector 48,3706.56,2592.0,0,0,1,1,0,old property,11,2,49,648.0
1853,Vipul Tatvam Villa,8.5,4,4,2,2.0,house,sector 48,3706.56,2592.0,0,0,1,1,0,old property,80,1,37,648.0
1854,Ansal Sushant Lok Plots,7.0,5,5,3+,3.0,house,sector 43,3088.8,2160.0,0,1,1,1,0,relatively new,30,2,42,432.0
1855,Grover Homes Sec 4,4.75,5,5,1,1.0,house,sector 4,5796.648,4053.6,0,1,1,1,0,undefined,26,2,34,810.72
1856,independent,10.56,5,5,3,3.0,house,sector 50,3706.56,2592.0,0,0,1,0,0,old property,11,1,49,518.4
1857,independent,10.0,5,6,3,3.0,house,sector 25,3088.8,2160.0,0,0,1,0,0,old property,42,2,45,432.0
1858,independent,9.0,10,10,3,3.0,house,sector 25,3613.896,2527.2000000000003,0,0,0,1,0,old property,42,2,45,252.72000000000003
1859,independent,10.0,4,4,3+,1.0,house,manesar,1029.6,720.0,0,0,1,0,0,old property,10,1,0,180.0
1860,independent,1.95,2,2,2,2.0,house,sector 7,1647.36,1152.0,1,0,0,0,0,undefined,0,1,24,576.0
1861,independent,3.3,4,4,2,3.0,house,sector 57,1976.832,1382.4,0,0,0,0,0,old property,37,2,32,345.6
1862,Suncity Essel Towers,6.0,4,4,3+,3.0,house,sector 43,3088.8,2160.0,0,1,0,0,0,undefined,79,2,45,540.0
1863,independent,9.0,5,5,3,3.0,house,sector 25,3088.8,2160.0,0,1,1,1,0,old property,31,1,45,432.0
1864,independent,5.8,5,5,3+,2.0,house,sector 26,2059.2,1440.0,0,1,1,1,0,undefined,43,1,45,288.0
1865,nul,6.25,5,5,3,2.0,house,sector 25,2059.2,1440.0,0,0,1,1,0,old property,85,2,45,288.0
1866,independent,5.75,4,4,2,2.0,house,sector 43,2213.64,1548.0,0,0,1,1,0,undefined,23,1,42,387.0
1867,independent,2.55,3,3,2,2.0,house,sector 2,1781.208,1245.6,1,0,0,0,0,undefined,5,1,61,415.2000000000001
1868,independent,5.6,8,6,3+,2.0,house,sector 2,3706.56,2592.0,0,1,1,1,0,old property,0,1,61,324.0
1869,independent,17.0,5,8,3+,3.0,house,sector 45,5148.0,3600.0,0,1,1,1,0,relatively new,115,0,39,720.0
1870,Vipul Tatvam Villa,8.4,4,5,3+,2.0,house,sector 48,4576.0,3200.0,0,1,1,1,0,old property,32,2,37,800.0
1871,independent,3.55,4,4,3+,2.0,house,sector 55,1657.656,1159.2,1,0,0,0,0,undefined,18,2,50,289.8
1872,DLF New Town Heights,2.5,4,4,3+,3.0,house,sector 91,3889.6,2720.0,0,1,1,1,0,old property,64,2,50,680.0
1873,DLF New Town Heights 2,2.5,4,4,3+,3.0,house,sector 86,3889.6,2720.0,0,1,1,1,0,old property,107,2,31,680.0
1874,independent,2.1,3,3,2,3.0,house,sector 40,1029.6,720.0,0,0,0,0,1,old property,26,2,39,240.0
1875,independent,4.5,5,5,1,1.0,house,sector 14,3575.0,2500.0,1,0,0,0,0,relatively new,0,1,32,500.0
1876,independent,5.0,4,4,2,2.0,house,sector 23,3521.232,2462.4,1,0,0,0,0,old property,3,1,52,615.6
1877,International City by SOBHA Phase 2,5.65,4,4,3+,2.0,house,sector 109,6177.599999999999,4320.0,0,0,1,0,1,New Property,34,2,51,1080.0
1878,independent,3.25,3,3,2,2.0,house,sector 4,2574.0,1800.0,1,0,0,0,0,undefined,15,1,34,600.0
1879,independent,5.0,3,3,2,1.0,house,sector 4,5662.8,3960.0,1,0,0,0,0,undefined,14,1,34,1320.0
1880,independent,10.45,4,5,2,3.0,house,sector 50,3088.8,2160.0,0,1,1,1,0,old property,108,2,44,540.0
1881,independent,7.5,5,5,3+,2.0,house,sector 82,3706.56,2592.0,0,0,1,1,0,relatively new,92,2,5,518.4
1882,independent,0.67,3,2,1,1.0,house,sector 3a,895.7520000000001,626.4000000000001,0,0,0,1,1,old property,8,1,34,208.80000000000004
1883,International City by Sobha Phase 1,5.75,4,4,2,3.0,house,sector 109,5005.0,3500.0,0,0,1,0,0,relatively new,106,1,59,875.0
1884,independent,3.2,3,3,2,1.0,house,sector 9,2707.848,1893.6,1,0,0,0,0,undefined,24,2,25,631.2
1885,independent,7.0,4,4,3+,1.0,house,sector 82,3706.56,2592.0,0,1,1,1,0,relatively new,35,2,5,648.0
1886,independent,3.85,4,4,3,3.0,house,sector 7,3006.432,2102.4,1,0,0,0,0,undefined,15,1,27,525.6
1887,independent,2.0,2,2,2,2.0,house,sector 7,1647.36,1152.0,1,0,0,0,0,undefined,14,1,34,576.0
1888,independent,3.1,3,3,2,2.0,house,sector 7,2574.0,1800.0,1,0,0,0,0,undefined,14,1,27,600.0
1889,independent,2.25,3,3,2,2.0,house,sector 7,1647.36,1152.0,1,0,0,0,0,undefined,15,1,27,384.0
1890,independent,7.0,4,4,2,3.0,house,sector 50,4290.0,3000.0,0,0,1,0,0,old property,89,1,44,750.0
1891,Emaar MGF Marbella,8.7,4,5,2,3.0,house,sector 66,2574.0,1800.0,0,1,1,0,0,New Property,115,1,43,450.0
1892,International City by Sobha Phase 1,5.9,4,5,2,2.0,house,sector 109,2779.92,1944.0,0,0,1,0,0,relatively new,73,2,59,486.0
1893,International City by Sobha Phase 1,5.85,4,5,3+,2.0,house,sector 109,2532.816,1771.2,0,0,1,0,0,relatively new,64,2,59,442.8
1894,Bptp Visionnaire,5.35,4,4,3+,3.0,house,sector 70a,6864.0,4800.0,0,1,1,1,0,relatively new,123,2,29,1200.0
1895,independent,0.65,3,2,1,1.0,house,sector 9,823.68,576.0,0,0,0,1,1,relatively new,7,1,34,192.0
1896,independent,0.55,3,3,2,2.0,house,sector 3a,1544.4,1080.0,0,0,0,0,1,relatively new,7,1,34,360.0
1897,independent,0.85,3,3,1,1.0,house,sector 3a,1716.0,1200.0,0,0,0,0,1,relatively new,0,1,34,400.0
1898,independent,0.58,2,2,1,2.0,house,sector 3a,689.832,482.4,0,0,0,1,1,old property,3,1,34,241.2
1899,independent,0.65,1,1,1,1.0,house,sector 3a,720.7199999999999,504.0,0,0,0,0,1,old property,13,1,34,504.0
1900,independent,0.61,2,2,2,2.0,house,sector 3a,628.056,439.2000000000001,0,0,0,0,1,old property,9,1,34,219.6
1901,independent,0.67,3,3,2,2.0,house,sector 3a,782.496,547.2,0,0,0,0,1,relatively new,4,1,34,182.4
1902,Ansal Sushant Lok Plots,5.8,6,6,3,2.0,house,sector 43,2213.64,1548.0,0,0,1,0,1,relatively new,35,2,42,258.0
1903,International City by Sobha Phase 1,6.0,4,5,3+,2.0,house,sector 109,2779.92,1944.0,0,0,1,0,0,relatively new,73,2,59,486.0
1904,independent,3.69,4,4,2,2.0,house,sector 31,1781.208,1245.6,0,1,1,1,0,old property,55,2,29,311.40000000000003
1905,independent,5.5,1,1,0,1.0,house,sector 43,2213.64,1548.0,0,0,0,0,1,undefined,5,1,42,1548.0
1906,Unitech Deerwood Chase,15.0,4,4,2,2.0,house,sector 50,5148.0,3600.0,0,0,1,0,0,old property,124,1,37,900.0
1907,Unitech Aspen Greens,6.95,3,3,1,2.0,house,sector 50,2459.6,1720.0,0,0,1,0,0,old property,124,1,38,573.3333333333334
1908,Ansals Palam Vihar,5.7,5,5,2,2.0,house,sector 2,6363.5,4450.0,0,0,0,1,0,undefined,69,0,61,890.0
1909,Bptp Visionnaire,4.02,4,4,3+,3.0,house,sector 70a,6292.0,4400.0,0,1,1,1,0,relatively new,106,1,29,1100.0
1910,independent,0.66,3,1,1,3.0,house,sector 7,629.1999999999999,440.0,0,0,0,0,1,relatively new,12,1,27,146.66666666666666
1911,HUDA Ashok Vihar Phase 1,0.7,3,2,1,2.0,house,sector 3a,782.496,547.2,0,1,0,0,0,New Property,4,1,34,182.4
1912,independent,1.45,3,3,1,2.0,house,sector 24,617.76,432.0,1,0,0,0,0,undefined,9,1,37,144.0
1913,Ashok Vihar Phase 3 Gurgaon,0.95,4,3,2,1.0,house,sector 5,1224.08,856.0,1,0,0,0,0,undefined,5,1,43,214.0
1914,independent,7.0,7,7,3+,3.0,house,sector 41,2831.4,1980.0,0,1,1,1,0,old property,113,0,47,282.85714285714283
1915,independent,4.0,4,4,3+,2.0,house,sector 56,1719.432,1202.4,1,0,0,0,0,relatively new,17,2,50,300.6
1916,independent,2.75,7,7,3+,3.0,house,sector 24,3432.0,2400.0,0,0,0,0,1,old property,0,2,42,342.85714285714283
1917,independent,0.6,3,3,0,3.0,house,sector 9,514.8,360.0,1,0,0,0,0,undefined,0,1,34,120.0
1918,independent,0.35,2,2,1,2.0,house,sector 105,715.0,500.0,1,0,0,0,0,undefined,0,1,25,250.0
1919,DLF City Plots,4.0,2,3,2,2.0,house,sector 26,1122.264,784.8000000000001,1,0,0,0,0,relatively new,0,2,44,196.2
1920,Not Applicable,2.2,4,3,2,1.0,house,sector 11,2059.2,1440.0,0,1,0,1,0,undefined,18,1,32,360.0
1921,independent,8.0,4,5,3+,1.0,house,sector 7,4118.4,2880.0,0,1,1,1,0,undefined,21,1,24,720.0
1922,independent,0.9,3,3,0,2.0,house,sector 3,1153.152,806.4000000000001,1,0,0,0,0,old property,0,1,0,268.8
1923,independent,6.0,3,5,3+,3.0,house,sector 26,2059.2,1440.0,1,0,0,0,0,undefined,9,2,45,180.0
1924,Ansal Heights,2.75,4,4,3+,3.0,house,sector 92,3212.352,2246.4,0,1,0,1,0,relatively new,0,1,0,561.6
1925,Ninex City,1.75,4,4,0,14.0,house,sector 76,4004.0,2800.0,1,0,0,0,0,New Property,0,1,0,700.0
1926,My Home,0.34,2,2,2,3.0,house,sector 2,308.88,216.0,1,0,0,0,0,old property,12,1,53,108.0
1927,independent,5.0,6,6,2,1.0,house,sector 2,4647.5,3250.0,1,0,0,0,0,undefined,0,1,0,541.6666666666666
1928,independent,5.0,3,3,3,1.0,house,sector 14,2574.0,1800.0,1,0,0,0,0,old property,17,1,32,600.0
1929,DLF Gardencity Enclave,1.3,3,2,1,3.0,house,sector 93,1317.888,921.6,1,0,0,0,0,relatively new,0,1,44,307.2
1930,independent,1.15,2,3,2,2.0,house,sector 7,1544.4,1080.0,0,0,0,1,0,undefined,11,1,24,216.0
1931,independent,0.95,3,2,2,3.0,house,sector 2,1029.6,720.0,0,0,0,0,0,undefined,13,1,53,240.0
1932,house number B-34,0.8,2,2,1,1.0,house,sector 5,1029.6,720.0,1,0,0,0,0,undefined,0,1,0,360.0
1933,independent,7.0,5,5,2,3.0,house,sector 26,2038.608,1425.6,0,0,1,0,0,relatively new,9,1,45,285.12
1934,independent,0.5,3,2,1,1.0,house,sector 9,1072.5,750.0,1,0,0,0,0,undefined,0,1,0,250.0
1935,independent,0.45,3,2,1,1.0,house,sector 21,765.05,535.0,1,0,0,0,0,undefined,0,1,0,178.33333333333334
1936,independent,4.12,2,1,3+,2.0,house,sector 3a,5302.44,3708.0,1,0,0,0,0,old property,0,1,34,1854.0
1937,ATS Tourmaline,1.87,3,4,0,12.0,house,sector 109,2459.6,1720.0,1,0,0,0,0,relatively new,0,1,44,573.3333333333334
1938,independent,0.85,1,1,0,1.0,house,sector 5,1144.0,800.0,1,0,0,0,0,undefined,0,1,43,800.0
1939,independent,1.2,4,4,1,2.0,house,sector 9,1029.6,720.0,0,0,0,0,1,old property,7,1,34,102.85714285714286
1940,independent,2.5,3,2,1,2.0,house,sector 2,4576.0,3200.0,1,0,0,0,0,undefined,5,1,53,1066.6666666666667
1941,independent,1.35,5,3,3,3.0,house,sector 105,3575.0,2500.0,1,0,0,0,0,undefined,0,1,25,500.0
1942,independent,4.7,3,3,2,2.0,house,sector 57,2471.04,1728.0,0,0,1,0,1,undefined,28,1,32,576.0
1943,independent,0.22,2,2,2,1.0,house,sector 9,424.71,297.0,1,0,0,0,0,undefined,0,1,0,148.5
1944,Project Housing Board Colony,2.58,4,2,2,2.0,house,sector 28,1859.0,1300.0,1,0,0,0,0,undefined,0,1,42,325.0
1945,DLF The Arbour,8.5,4,4,3+,27.0,house,sector 63,4518.8,3160.0,1,0,0,0,0,undefined,0,1,26,790.0
1946,independent,3.5,3,2,2,1.0,house,sector 38,1970.05952,1377.664,1,0,0,0,0,old property,0,1,46,459.22133333333335
1947,Huda Plots,2.95,2,2,2,1.0,house,sector 56,1657.656,1159.2,1,0,0,0,0,old property,21,1,42,579.6
1948,independent,0.7,3,2,2,1.0,house,sector 9,1372.8,960.0,1,0,0,0,0,undefined,0,1,34,320.0
1949,independent,16.0,6,5,2,3.0,house,sector 25,6864.0,4800.0,1,0,0,0,0,relatively new,0,1,0,800.0
1950,Suncity Essel Towers,8.95,5,6,3+,4.0,house,sector 43,5720.0,4000.0,1,0,0,0,0,old property,0,1,45,800.0
1951,independent,14.0,9,9,3+,4.0,house,sector 43,4015.44,2808.0,0,0,1,0,0,old property,3,1,42,312.0
1952,independent,13.2,6,6,0,2.0,house,sector 50,5560.984,3888.8,1,0,0,0,0,old property,0,1,0,648.1333333333333
1953,independent,1.1,3,4,1,2.0,house,sector 3a,1132.56,792.0,1,0,0,0,0,old property,0,1,0,132.0
1954,independent,2.5,5,5,3+,2.0,house,sector 37d,2173.6,1520.0,1,0,0,0,0,relatively new,0,1,21,304.0
1955,independent,0.53,2,2,0,1.0,house,sector 7,1029.6,720.0,1,0,0,0,0,undefined,0,1,0,360.0
1956,independent,2.0,2,2,1,2.0,house,sector 7,2059.2,1440.0,1,0,0,0,0,relatively new,0,1,27,720.0
1957,independent,0.37,2,2,1,1.0,house,sector 105,514.8,360.0,0,0,0,0,1,old property,0,1,25,180.0
1958,independent,1.35,10,6,3+,3.0,house,sector 11,4004.0,2800.0,1,0,0,0,0,undefined,0,1,0,280.0
1959,independent,0.62,3,1,0,2.0,house,sector 8,629.1999999999999,440.0,1,0,0,0,0,relatively new,0,1,0,146.66666666666666
1960,independent,1.8,4,5,0,13.0,house,sector 92,2699.84,1888.0,1,0,0,0,0,relatively new,0,1,0,472.0
1961,independent,1.7,4,4,3+,1.0,house,sector 108,3718.0,2600.0,1,0,0,0,0,undefined,0,1,0,650.0
1962,independent,0.55,2,1,0,1.0,house,sector 5,1258.4,880.0,1,0,0,0,0,undefined,0,1,0,440.0
1963,independent,1.5,6,1,0,1.0,house,sector 5,3432.0,2400.0,1,0,0,0,0,New Property,0,1,0,400.0
1964,independent,1.55,3,2,0,1.0,house,sector 109,2699.84,1888.0,1,0,0,0,0,relatively new,0,1,0,629.3333333333334
1965,independent,0.65,4,2,2,2.0,house,sector 3a,669.24,468.0,1,0,0,0,0,old property,0,1,34,117.0
1966,independent,0.95,2,1,1,3.0,house,sector 7,514.8,360.0,1,0,0,0,0,New Property,8,1,24,180.0
1967,Vatika Sovereign Next,3.85,5,6,3+,6.0,house,sector 82a,5880.16,4112.0,1,0,0,0,0,undefined,0,1,5,822.4
1968,independent,0.66,3,2,1,2.0,house,sector 6,700.128,489.6,1,0,0,0,0,undefined,14,1,27,163.20000000000002
1969,independent,0.45,4,4,2,4.0,house,sector 104,2145.0,1500.0,1,0,0,0,0,old property,3,2,34,375.0
1970,independent,1.0,3,2,2,1.0,house,sector 2,1539.109,1076.3,0,0,0,1,0,undefined,0,1,53,358.76666666666665
1971,independent,0.85,3,3,0,1.0,house,sector 3a,1292.72,904.0,1,0,0,0,0,old property,0,1,34,301.3333333333333
1972,independent,0.45,3,2,0,1.0,house,sector 7,1287.0,900.0,1,0,0,0,0,undefined,0,1,29,300.0
1973,Sector 14 RWA,6.5,5,5,0,4.0,house,sector 14,2860.0,2000.0,1,0,0,0,0,old property,0,1,32,400.0
1974,independent,13.5,9,9,0,1.0,house,sector 25,8008.0,5600.0,1,0,0,0,0,relatively new,0,1,0,622.2222222222222
1975,Ansal Sushant Lok Plots,3.3,1,1,0,2.0,house,sector 43,1420.848,993.6,1,0,0,0,0,undefined,0,1,33,993.6
1976,independent,1.75,4,2,2,2.0,house,sector 7,1801.8,1260.0,0,0,0,0,1,undefined,21,1,27,315.0
1977,independent,1.1,4,4,3+,2.0,house,sector 3a,2059.2,1440.0,1,0,0,0,0,old property,3,1,34,180.0
1978,independent,0.37,1,1,1,1.0,house,sector 3a,549.12,384.0,1,0,0,0,0,relatively new,0,1,34,384.0
1979,independent,2.1,3,2,1,3.0,house,sector 70a,858.0,600.0,1,0,0,0,0,New Property,0,1,26,200.0
1980,independent,3.0,4,4,0,1.0,house,sector 17,3861.0,2700.0,1,0,0,0,0,undefined,0,1,0,675.0
1981,Vipul Tatvam Villa,8.5,4,6,3,3.0,house,sector 48,3706.56,2592.0,0,0,1,1,1,old property,35,1,37,648.0
1982,independent,1.15,3,2,1,1.0,house,sector 9,5005.0,3500.0,1,0,0,0,0,undefined,0,1,0,1166.6666666666667
1983,Aindependentt Raj Estates,8.5,6,6,3+,3.0,house,sector 63a,3583.0080000000003,2505.6000000000004,0,0,0,1,0,Under Construction,21,1,51,417.6000000000001
1984,independent,5.75,4,4,2,4.0,house,sector 53,3386.0398,2367.86,0,0,1,0,0,undefined,118,0,42,591.965
1985,independent,4.65,5,5,3+,1.0,house,sector 54,3027.0240000000003,2116.8,1,0,0,0,0,old property,0,2,42,423.36
1986,independent,0.6,3,3,1,2.0,house,sector 9,638.352,446.4,1,0,0,0,0,relatively new,0,1,27,148.8
1987,independent,4.5,4,5,2,2.0,house,sector 13,5662.8,3960.0,1,0,0,0,0,undefined,0,1,32,990.0
1988,independent,0.6,3,3,1,2.0,house,sector 3a,586.8720000000001,410.4,0,0,0,0,1,old property,0,1,34,136.8
1989,Hero Homes,1.95,3,5,3+,2.0,house,sector 104,1052.48,736.0,1,0,0,0,0,old property,0,1,42,245.33333333333331
1990,International City by Sobha Phase 1,6.1,5,6,3+,2.0,house,sector 109,2779.92,1944.0,0,0,1,0,0,old property,27,1,59,388.8
1991,independent,2.0,3,1,0,3.0,house,manesar,1529.528,1069.6,1,0,0,0,0,old property,12,1,14,356.53333333333336
1992,Unitech Espace,11.5,5,6,0,1.0,house,sector 50,3706.56,2592.0,1,0,0,0,0,old property,0,1,35,518.4
1993,independent,1.3,3,3,1,2.0,house,sector 9,1287.0,900.0,1,0,0,0,0,old property,15,1,34,300.0
1994,independent,1.3,3,3,1,1.0,house,sector 9,1287.0,900.0,1,0,0,0,0,undefined,0,1,34,300.0
1995,independent,0.6,2,2,1,1.0,house,sector 9,638.352,446.4,1,0,0,0,0,old property,5,1,27,223.2
1996,Sector 14 RWA,6.5,4,4,3+,2.0,house,sector 14,3603.6,2520.0,1,0,0,0,0,old property,0,1,32,630.0
1997,independent,1.0,3,4,2,2.0,house,sector 5,1029.6,720.0,1,0,0,0,0,relatively new,0,1,34,240.0
1998,independent,0.35,2,2,1,2.0,house,sector 9,411.84,288.0,1,0,0,0,0,undefined,0,1,0,144.0
1999,Ansal Celebrity Homes,5.2,4,5,2,1.0,house,sector 2,5720.0,4000.0,1,0,0,0,0,undefined,0,1,61,1000.0
2000,independent,0.4,1,1,0,1.0,house,sector 3a,514.8,360.0,1,0,0,0,0,old property,0,1,34,360.0
2001,Shri Shyam Residency,0.62,3,3,1,2.0,house,sector 104,686.4,480.0,0,0,0,0,1,old property,6,0,49,160.0
2002,independent,1.5,2,3,2,1.0,house,sohna,1204.632,842.4000000000001,0,1,0,1,0,New Property,66,2,0,421.2000000000001
2003,independent,2.25,3,5,3+,10.0,house,sector 103,2860.0,2000.0,1,0,0,0,0,undefined,0,1,0,666.6666666666666
2004,independent,13.5,5,6,3+,4.0,house,sector 25,4138.992,2894.4,0,0,0,0,1,old property,44,2,45,578.88
2005,mian wali,1.7,1,1,1,1.0,house,sector 12,2059.2,1440.0,0,0,1,0,0,undefined,4,1,32,1440.0
2006,independent,0.45,3,2,1,2.0,house,sector 7,1029.6,720.0,0,0,0,0,1,undefined,4,1,29,240.0
2007,independent,1.2,3,2,1,2.0,house,sector 9,1355.64,948.0,1,0,0,0,0,undefined,12,1,34,158.0
2008,Palam Vihar Extension West Zone RWA,0.35,2,2,0,1.0,house,sector 2,772.1999999999999,540.0,1,0,0,0,0,New Property,0,1,61,270.0
2009,Not Applicable,0.4,1,1,1,1.0,house,sector 3a,494.208,345.6,1,0,0,0,0,old property,0,1,34,345.6
2010,independent,0.32,2,3,1,1.0,house,sector 8,429.0,300.0,1,0,0,0,0,relatively new,0,1,0,150.0
2011,independent,0.47,2,1,1,1.0,house,sector 3a,713.856,499.2000000000001,0,0,0,0,0,old property,0,1,34,249.6
2012,Madan puri,0.75,3,5,3,3.0,house,sector 7,686.4,480.0,1,0,0,0,0,old property,0,1,24,160.0
2013,independent,0.38,2,2,1,1.0,house,sector 24,514.8,360.0,1,0,0,0,0,old property,0,1,32,180.0
2014,Indiabulls Centrum Park,3.25,4,3,3+,20.0,house,sector 103,4576.0,3200.0,1,0,0,0,0,undefined,0,1,50,800.0
2015,DLF City Plots Phase 3,1.44,4,2,2,1.0,house,sector 24,617.76,432.0,1,0,0,0,0,undefined,5,1,37,108.0
2016,Naman Residency,0.5,2,2,2,2.0,house,sector 3a,514.8,360.0,0,1,1,1,1,New Property,10,1,34,180.0
2017,independent,5.5,9,9,3+,3.0,house,sector 23a,4804.8,3360.0,0,0,1,0,1,old property,0,2,61,373.3333333333333
2018,Housing Board Colony,5.5,4,3,3,2.0,house,sector 28,2059.2,1440.0,0,0,0,1,1,undefined,14,2,37,360.0
2019,independent,0.8,2,3,1,2.0,house,sector 3a,772.1999999999999,540.0,1,0,0,0,0,old property,0,1,34,108.0
2020,independent,4.3,3,4,2,2.0,house,sector 47,1678.248,1173.6,0,0,0,0,1,old property,0,1,46,195.6
2021,independent,0.38,1,1,1,1.0,house,sector 3,514.8,360.0,1,0,0,0,0,old property,1,1,34,360.0
2022,independent,3.71,3,3,1,4.0,house,sector 12,2141.568,1497.6,0,0,0,1,0,old property,0,1,32,499.2000000000001
2023,DLF City Plot Phase 4,13.0,10,10,3+,1.0,house,sector 28,10367.5,7250.0,1,0,0,0,0,undefined,0,1,37,725.0
2024,independent,0.4,2,2,1,1.0,house,sector 2,750.75,525.0,1,0,0,0,0,relatively new,0,1,0,262.5
2025,independent,1.55,2,3,2,1.0,house,sohna,1204.632,842.4000000000001,0,1,0,1,0,New Property,35,2,0,421.2000000000001
2026,independent,0.38,2,2,2,1.0,house,sector 9,643.5,450.0,1,0,0,0,0,undefined,0,1,0,225.0
2027,Unitech Escape,12.0,5,6,3+,3.0,house,sector 50,4633.2,3240.0,1,0,0,0,0,old property,0,1,52,648.0
2028,independent,1.0,1,1,0,1.0,house,sector 5,1716.0,1200.0,1,0,0,0,0,undefined,0,1,61,1200.0
2029,independent,1.15,2,2,3,4.0,house,sector 7,1287.0,900.0,1,0,0,0,0,undefined,0,1,24,450.0
2030,independent,0.7,3,3,0,1.0,house,sector 3a,1204.632,842.4000000000001,1,0,0,0,0,old property,0,1,0,280.8
2031,Shivaji Nagar Residential,3.08,6,4,2,1.0,house,sector 11,3088.8,2160.0,1,0,0,0,0,undefined,0,1,32,360.0
2032,independent,2.95,2,2,0,1.0,house,sector 56,1667.952,1166.4,1,0,0,0,0,relatively new,0,1,50,583.2
2033,Vatika India Next,6.5,4,3,0,2.0,house,sector 82,4617.327,3228.9,1,0,0,0,0,relatively new,0,1,41,807.225
2034,independent,1.45,3,2,1,1.0,house,sector 28,1287.0,900.0,1,0,0,0,0,relatively new,0,1,21,300.0
2035,independent,0.5,2,1,2,1.0,house,sohna road,1029.6,720.0,1,0,0,0,0,old property,0,1,46,360.0
2036,independent,0.29,2,1,0,0.0,house,sector 17,1019.304,712.8000000000001,1,0,0,0,0,undefined,0,1,0,356.40000000000003
2037,"Nirmal Enclave, Maruti Kunj Road",0.24,2,2,0,2.0,house,sector 11,514.8,360.0,1,0,0,0,0,relatively new,0,1,0,180.0
2038,Ansals Palam Vihar,5.0,6,4,0,3.0,house,sector 2,4576.0,3200.0,1,0,0,0,0,undefined,0,1,0,533.3333333333334
2039,independent,1.8,8,5,2,1.0,house,sector 24,3186.04,2228.0,1,0,0,0,0,undefined,0,1,0,278.5
2040,independent,0.44,3,2,1,1.0,house,sector 11,1480.05,1035.0,0,0,0,1,1,relatively new,29,1,0,345.0
2041,independent,0.48,3,4,0,3.0,house,sector 3a,1544.4,1080.0,1,0,0,0,0,old property,0,1,0,360.0
2042,Satya The Hermitage,3.15,4,5,0,12.0,house,sector 103,5376.8,3760.0,1,0,0,0,0,undefined,0,1,50,940.0
2043,independent,4.75,6,7,0,4.0,house,sector 2,5148.0,3600.0,1,0,0,0,0,undefined,0,1,0,600.0
